Destination Name,Country,Continent,Type,Avg Cost (USD/day),Best Season,Avg Rating,Annual Visitors (M),UNESCO Site
Lush Plaza,Egypt,Africa,Religious,162.14,Summer,3.9,2.38,No
Golden Pagoda,Egypt,Africa,Nature,123.9,Summer,4.7,1.31,No
Golden Park,Australia,Oceania,Historical,246.17,Winter,4.3,4.66,Yes
Mystic Forest,Spain,Europe,Nature,172.18,Winter,4.0,3.8,No
Lush Ruins,Brazil,South America,Historical,46.75,Autumn,4.5,7.5,No
Crystal Park,Mexico,North America,City,148.51,Summer,4.3,3.7,Yes
Sacred Ruins,Thailand,Asia,Nature,232.17,Spring,4.6,5.11,No
Crystal Falls,Germany,Europe,Adventure,269.54,Spring,4.6,2.75,No
Sacred Forest,France,Europe,Nature,30.0,Winter,4.3,1.21,Yes
Serene Temple,Italy,Europe,Adventure,114.25,Spring,4.3,5.3,Yes
Lush Park,Spain,Europe,Historical,100.75,Winter,4.6,0.85,No
Grand Falls,Peru,South America,Nature,208.88,Spring,4.4,2.99,No
Golden Pagoda,USA,North America,Beach,124.12,Autumn,4.5,4.77,No
Lush Park,Mexico,North America,Beach,234.23,Winter,5.0,3.66,No
Hidden Plaza,Canada,North America,City,116.07,Autumn,4.4,3.98,No
Golden Falls,Canada,North America,Adventure,160.87,Winter,4.4,9.68,No
Ancient Ruins,France,Europe,Beach,229.93,Spring,4.7,3.21,Yes
Hidden Beach,Argentina,South America,Adventure,113.57,Winter,5.0,5.08,No
Serene Canyon,France,Europe,City,109.53,Winter,4.8,3.52,Yes
Golden Ruins,USA,North America,Historical,193.68,Winter,4.5,6.3,Yes
Mystic Plaza,Brazil,South America,Beach,69.21,Summer,4.6,3.76,No
Crystal Pagoda,Morocco,Africa,Beach,159.63,Spring,4.8,5.39,No
Sacred Park,Mexico,North America,Historical,144.78,Spring,4.6,6.23,No
Mystic Temple,Thailand,Asia,Religious,161.77,Summer,4.3,9.36,Yes
Hidden Park,Canada,North America,Nature,99.02,Autumn,4.6,6.03,No
Serene Forest,Thailand,Asia,Religious,124.94,Winter,4.9,8.86,No
Crystal Ruins,Argentina,South America,City,187.5,Spring,4.6,6.42,Yes
Ancient Pagoda,Australia,Oceania,Nature,130.19,Autumn,4.3,2.42,Yes
Grand Forest,Kenya,Africa,Nature,159.47,Summer,4.6,6.93,Yes
Hidden Forest,Japan,Asia,Adventure,104.29,Autumn,4.3,7.69,Yes
Grand Park,Vietnam,Asia,Religious,73.12,Autumn,4.5,6.36,No
Serene Pagoda,Morocco,Africa,Beach,145.35,Winter,4.4,4.95,Yes
Grand Park,Mexico,North America,Adventure,130.58,Winter,4.4,2.43,No
Mystic Valley,USA,North America,Historical,129.63,Spring,4.9,5.87,No
Golden Pagoda,Argentina,South America,Adventure,215.56,Spring,4.4,8.91,Yes
Lush Plaza,Australia,Oceania,Nature,153.99,Spring,4.2,9.18,No
Grand Beach,Thailand,Asia,Historical,206.98,Autumn,4.4,1.77,No
Ancient Falls,USA,North America,Adventure,158.35,Winter,4.6,3.95,Yes
Serene Valley,Spain,Europe,Historical,144.33,Summer,4.6,3.66,No
Serene Falls,Greece,Europe,Beach,200.88,Spring,4.7,9.33,Yes
Crystal Temple,Canada,North America,Religious,179.77,Spring,4.3,7.52,Yes
Crystal Canyon,Egypt,Africa,City,141.92,Spring,4.3,3.19,Yes
Golden Pagoda,Japan,Asia,Adventure,217.55,Autumn,4.8,9.78,No
Serene Temple,Morocco,Africa,Nature,210.61,Winter,4.4,4.63,No
Sacred Pagoda,Canada,North America,Adventure,139.98,Winter,4.6,9.5,No
Serene Plaza,India,Asia,Historical,116.19,Summer,4.2,7.68,No
Sacred Beach,Thailand,Asia,City,227.94,Autumn,4.0,4.72,No
Golden Pagoda,Japan,Asia,City,107.97,Winter,4.7,1.06,No
Grand Plaza,Kenya,Africa,Historical,137.87,Spring,3.9,2.1,Yes
Golden Ruins,New Zealand,Oceania,Historical,92.09,Spring,4.0,1.05,No
Serene Plaza,Germany,Europe,Historical,197.89,Autumn,4.6,1.94,No
Ancient Falls,Spain,Europe,Nature,234.22,Autumn,4.8,4.48,Yes
Ancient Forest,South Africa,Africa,Adventure,113.24,Spring,5.0,5.29,Yes
Serene Valley,USA,North America,Beach,135.91,Autumn,4.5,4.0,Yes
Sacred Valley,China,Asia,Historical,147.2,Winter,4.6,5.27,Yes
Mystic Falls,India,Asia,Beach,162.81,Spring,4.6,6.03,No
Mystic Forest,Thailand,Asia,Adventure,169.07,Winter,4.6,4.84,No
Serene Ruins,Thailand,Asia,Adventure,32.13,Summer,4.3,9.68,No
Lush Ruins,Canada,North America,Historical,124.26,Autumn,4.6,8.7,No
Sacred Pagoda,Egypt,Africa,Nature,111.71,Spring,4.5,5.72,No
Lush Valley,Brazil,South America,City,199.51,Summer,4.4,2.44,No
Lush Pagoda,China,Asia,Nature,161.15,Winter,4.9,1.02,No
Crystal Pagoda,India,Asia,Nature,150.64,Summer,4.6,3.26,No
Mystic Plaza,Japan,Asia,Religious,207.31,Spring,4.5,3.4,No
Mystic Park,Mexico,North America,City,135.13,Autumn,4.4,3.33,No
Mystic Canyon,Greece,Europe,Adventure,142.36,Summer,5.0,2.66,Yes
Ancient Temple,Morocco,Africa,Nature,125.79,Spring,4.2,9.43,No
Ancient Valley,Vietnam,Asia,Adventure,83.54,Summer,4.5,8.97,No
Crystal Temple,Australia,Oceania,Historical,240.67,Autumn,4.4,9.85,No
Lush Plaza,Australia,Oceania,Beach,101.39,Autumn,4.8,2.25,Yes
Grand Beach,Peru,South America,Religious,126.06,Autumn,4.6,4.94,No
Mystic Falls,France,Europe,Historical,84.56,Summer,5.0,0.76,No
Ancient Valley,Kenya,Africa,Religious,169.79,Autumn,4.6,4.61,No
Lush Ruins,New Zealand,Oceania,Religious,64.59,Winter,5.0,4.2,No
Golden Park,Vietnam,Asia,Historical,204.87,Winter,4.0,9.31,Yes
Grand Ruins,Greece,Europe,City,150.54,Spring,4.7,4.8,Yes
Mystic Pagoda,Spain,Europe,Religious,162.18,Summer,4.2,3.18,No
Sacred Temple,Japan,Asia,City,116.21,Winter,4.0,9.99,No
Sacred Valley,India,Asia,Religious,155.53,Summer,4.3,1.28,No
Golden Beach,China,Asia,Religious,139.74,Spring,4.1,5.35,No
Serene Temple,China,Asia,City,107.16,Winter,4.2,1.33,No
Golden Falls,Spain,Europe,Beach,142.02,Autumn,4.6,5.92,Yes
Ancient Ruins,Canada,North America,Religious,152.27,Summer,4.7,0.63,Yes
Hidden Falls,USA,North America,Beach,133.04,Autumn,4.0,7.08,No
Sacred Plaza,New Zealand,Oceania,Religious,166.22,Winter,4.0,5.57,No
Hidden Falls,Thailand,Asia,Beach,91.2,Winter,4.4,9.79,Yes
Golden Plaza,USA,North America,Beach,149.72,Autumn,4.9,6.23,No
Crystal Park,Canada,North America,Adventure,162.21,Winter,4.0,7.1,Yes
Grand Canyon,Japan,Asia,Beach,163.83,Summer,4.5,6.31,No
Mystic Canyon,Egypt,Africa,Adventure,214.33,Summer,4.3,2.12,No
Grand Ruins,Greece,Europe,Nature,71.85,Spring,4.1,4.6,No
Lush Valley,Peru,South America,City,145.76,Spring,5.0,8.04,No
Serene Forest,Peru,South America,Beach,57.91,Autumn,4.8,8.19,No
Ancient Canyon,South Africa,Africa,Religious,112.02,Summer,4.3,5.29,Yes
Ancient Beach,Mexico,North America,Religious,158.21,Autumn,5.0,4.73,No
Mystic Plaza,Germany,Europe,Historical,153.59,Autumn,4.6,8.7,Yes
Lush Falls,Canada,North America,Religious,160.48,Summer,4.2,8.75,Yes
Golden Forest,Germany,Europe,Historical,231.58,Spring,4.7,4.03,No
Serene Falls,Thailand,Asia,Religious,145.41,Spring,4.2,4.25,No
Serene Temple,Peru,South America,City,130.95,Winter,4.7,9.68,No
Golden Valley,Egypt,Africa,Adventure,187.98,Spring,4.4,9.68,Yes
Mystic Temple,Vietnam,Asia,Beach,55.62,Winter,4.3,5.5,Yes
Serene Temple,Germany,Europe,Beach,93.94,Winter,4.8,7.5,No
Crystal Ruins,Australia,Oceania,Beach,71.33,Autumn,4.1,3.5,No
Serene Canyon,Canada,North America,City,48.91,Autumn,4.5,2.33,Yes
Serene Canyon,Argentina,South America,Nature,83.95,Autumn,3.9,5.98,No
Mystic Pagoda,Vietnam,Asia,Beach,207.97,Spring,4.8,6.27,No
Lush Beach,India,Asia,Adventure,163.11,Autumn,4.3,1.11,No
Crystal Park,China,Asia,Adventure,225.46,Summer,4.7,2.5,No
Lush Canyon,New Zealand,Oceania,City,143.05,Winter,4.9,2.57,Yes
Lush Valley,India,Asia,Historical,210.33,Autumn,4.0,5.68,No
Serene Beach,Peru,South America,City,130.89,Autumn,4.3,2.77,Yes
Grand Plaza,France,Europe,Nature,128.82,Spring,4.1,7.19,No
Ancient Plaza,Japan,Asia,Adventure,120.74,Autumn,4.1,4.21,No
Mystic Temple,Italy,Europe,Beach,118.5,Autumn,4.7,1.15,No
Lush Falls,Thailand,Asia,Historical,93.14,Spring,4.2,5.31,No
Serene Temple,Italy,Europe,Religious,174.74,Autumn,4.6,8.53,No
Golden Ruins,Vietnam,Asia,Beach,219.73,Spring,4.2,3.47,No
Mystic Canyon,Brazil,South America,Nature,157.72,Autumn,4.4,0.59,No
Ancient Plaza,Mexico,North America,Nature,63.94,Winter,4.2,7.09,Yes
Serene Plaza,China,Asia,Religious,111.87,Summer,4.8,8.21,No
Sacred Forest,USA,North America,Adventure,126.72,Spring,4.0,7.41,No
Ancient Valley,Kenya,Africa,Adventure,184.07,Spring,4.2,6.29,No
Crystal Temple,Morocco,Africa,Nature,171.11,Spring,5.0,3.11,No
Mystic Pagoda,China,Asia,Religious,46.83,Spring,4.4,6.0,Yes
Grand Forest,France,Europe,Beach,158.51,Summer,4.8,6.5,No
Mystic Ruins,Thailand,Asia,Religious,117.31,Spring,4.5,2.71,No
Mystic Forest,Japan,Asia,City,51.7,Winter,4.5,2.23,Yes
Golden Ruins,Greece,Europe,Adventure,48.19,Winter,4.5,2.95,Yes
Ancient Ruins,Canada,North America,Historical,95.02,Autumn,4.5,9.31,No
Crystal Valley,Spain,Europe,Historical,170.21,Summer,4.7,1.51,No
Ancient Beach,Peru,South America,Beach,182.47,Winter,4.7,7.79,No
Golden Valley,Italy,Europe,Historical,165.37,Summer,4.3,8.43,No
Sacred Canyon,Canada,North America,Nature,242.95,Summer,4.8,4.85,No
Hidden Falls,Vietnam,Asia,Adventure,123.72,Spring,4.5,6.57,No
Hidden Plaza,Kenya,Africa,Historical,143.75,Spring,4.3,3.28,No
Hidden Valley,China,Asia,Nature,95.39,Summer,4.5,7.07,No
Mystic Beach,France,Europe,Adventure,124.98,Autumn,4.6,1.49,No
Serene Falls,Egypt,Africa,Beach,31.42,Spring,5.0,1.51,No
Serene Beach,India,Asia,Nature,194.44,Autumn,4.6,8.37,No
Golden Falls,Morocco,Africa,Historical,116.66,Summer,4.6,1.57,No
Grand Park,Kenya,Africa,Adventure,129.69,Winter,4.3,4.16,No
Lush Valley,Spain,Europe,Historical,157.29,Autumn,4.7,8.43,No
Sacred Park,China,Asia,Historical,118.83,Winter,4.6,7.49,No
Ancient Canyon,Australia,Oceania,Beach,191.98,Winter,4.1,3.74,No
Lush Valley,Kenya,Africa,Nature,166.04,Autumn,4.5,0.73,Yes
Mystic Valley,Vietnam,Asia,Religious,204.0,Winter,4.8,8.45,Yes
Hidden Plaza,Greece,Europe,Adventure,216.52,Summer,4.9,1.72,Yes
Ancient Ruins,Brazil,South America,City,143.74,Spring,4.8,0.88,No
Hidden Temple,New Zealand,Oceania,Religious,204.09,Autumn,4.4,7.16,Yes
Grand Plaza,South Africa,Africa,Nature,116.58,Summer,4.5,4.56,No
Serene Canyon,Morocco,Africa,Religious,188.83,Autumn,4.5,6.59,No
Hidden Park,Greece,Europe,Historical,163.1,Summer,3.9,1.13,Yes
Mystic Falls,Canada,North America,Religious,146.59,Summer,4.6,5.04,No
Sacred Temple,China,Asia,Nature,218.49,Summer,4.2,6.79,No
Mystic Forest,China,Asia,Adventure,100.44,Spring,4.8,3.5,No
Golden Forest,Kenya,Africa,Nature,167.52,Winter,4.2,0.88,Yes
Crystal Temple,India,Asia,Historical,200.07,Winter,4.6,8.96,No
Crystal Ruins,Vietnam,Asia,Religious,60.94,Autumn,3.8,1.23,Yes
Crystal Forest,Kenya,Africa,Religious,199.79,Summer,4.7,2.82,No
Serene Pagoda,Greece,Europe,Historical,208.67,Autumn,4.4,8.83,No
Hidden Ruins,Argentina,South America,Religious,165.54,Autumn,4.0,2.33,Yes
Golden Ruins,Canada,North America,Religious,177.59,Winter,4.7,0.96,No
Mystic Beach,Vietnam,Asia,Religious,139.37,Autumn,4.9,3.75,Yes
Lush Falls,New Zealand,Oceania,Adventure,106.09,Spring,4.5,7.69,No
Crystal Canyon,China,Asia,Adventure,86.31,Summer,4.6,2.29,No
Hidden Park,Canada,North America,Religious,207.48,Autumn,4.6,0.67,Yes
Mystic Park,Italy,Europe,Religious,154.79,Spring,4.3,8.29,No
Mystic Temple,Germany,Europe,Adventure,92.14,Autumn,4.1,6.17,Yes
Golden Falls,Canada,North America,Religious,187.35,Winter,4.9,6.02,No
Grand Ruins,South Africa,Africa,Beach,192.16,Winter,4.8,2.46,No
Mystic Beach,Italy,Europe,Beach,106.54,Spring,4.4,1.73,No
Mystic Plaza,Greece,Europe,Nature,192.5,Spring,4.6,9.65,No
Lush Canyon,Mexico,North America,Beach,92.68,Summer,4.6,1.5,Yes
Ancient Pagoda,Egypt,Africa,City,166.16,Autumn,4.9,6.37,No
Lush Falls,Morocco,Africa,Adventure,185.36,Spring,4.8,8.43,No
Lush Forest,France,Europe,Beach,126.94,Summer,4.7,6.58,Yes
Ancient Park,Mexico,North America,Beach,159.97,Autumn,4.5,0.82,Yes
Grand Canyon,USA,North America,Adventure,90.27,Autumn,4.6,7.27,No
Sacred Ruins,South Africa,Africa,City,123.31,Summer,4.3,5.2,No
Sacred Forest,China,Asia,Religious,171.03,Summer,4.3,5.26,No
Serene Valley,Vietnam,Asia,Beach,88.17,Summer,4.7,1.99,No
Lush Falls,USA,North America,Nature,192.84,Winter,5.0,7.67,Yes
Mystic Valley,Greece,Europe,Beach,124.61,Winter,3.9,4.35,No
Ancient Forest,New Zealand,Oceania,Historical,102.06,Summer,4.1,5.86,Yes
Golden Temple,Argentina,South America,Historical,165.71,Winter,4.4,3.02,No
Lush Ruins,Argentina,South America,Beach,184.52,Spring,4.6,2.1,No
Hidden Park,South Africa,Africa,Adventure,147.54,Spring,4.6,9.48,No
Golden Temple,New Zealand,Oceania,Nature,90.65,Winter,4.8,2.29,No
Serene Ruins,Italy,Europe,City,121.33,Winter,4.4,1.87,Yes
Crystal Ruins,Egypt,Africa,Nature,141.1,Winter,4.2,8.06,No
Crystal Plaza,Egypt,Africa,Adventure,92.82,Summer,4.7,1.43,No
Crystal Plaza,Morocco,Africa,City,125.61,Autumn,4.8,6.73,No
Crystal Temple,Germany,Europe,Nature,248.64,Winter,4.6,6.99,Yes
Mystic Falls,Japan,Asia,Nature,80.61,Winter,4.7,0.87,No
Serene Valley,Thailand,Asia,Adventure,198.63,Summer,4.5,5.91,No
Grand Valley,Brazil,South America,Beach,175.04,Summer,4.2,6.91,No
Hidden Canyon,Peru,South America,Religious,95.46,Summer,4.7,8.09,No
Grand Temple,Germany,Europe,City,160.83,Spring,4.4,9.15,Yes
Crystal Park,China,Asia,Beach,226.18,Summer,4.1,4.59,Yes
Crystal Forest,Vietnam,Asia,Beach,58.95,Spring,4.3,7.74,No
Mystic Falls,Brazil,South America,Nature,156.61,Summer,4.5,7.51,No
Sacred Forest,China,Asia,City,144.98,Spring,4.5,3.05,No
Crystal Beach,Egypt,Africa,Adventure,161.64,Autumn,4.7,7.35,No
Mystic Plaza,Kenya,Africa,Nature,193.64,Winter,4.2,0.77,No
Hidden Temple,South Africa,Africa,Religious,222.49,Spring,4.1,1.89,Yes
Mystic Pagoda,Kenya,Africa,Nature,123.12,Autumn,4.7,6.7,No
Grand Forest,Japan,Asia,Adventure,231.45,Spring,4.0,1.52,Yes
Grand Falls,Mexico,North America,Historical,189.59,Summer,4.3,9.99,No
Serene Valley,Spain,Europe,Religious,115.68,Summer,4.2,6.8,Yes
Crystal Forest,USA,North America,Nature,222.61,Summer,4.5,1.79,Yes
Mystic Pagoda,Vietnam,Asia,Beach,124.67,Autumn,4.2,1.45,No
Serene Beach,Vietnam,Asia,Nature,190.45,Summer,4.3,4.09,No
Sacred Park,Thailand,Asia,Religious,137.29,Spring,4.3,9.82,Yes
Sacred Temple,Italy,Europe,Nature,91.15,Autumn,5.0,2.08,No
Sacred Falls,USA,North America,Beach,133.07,Spring,4.4,1.04,No
Hidden Valley,Italy,Europe,Adventure,160.47,Autumn,4.2,9.32,No
Ancient Canyon,Peru,South America,Religious,211.4,Winter,4.5,4.74,No
Golden Park,Argentina,South America,Adventure,201.08,Spring,4.8,2.15,Yes
Sacred Beach,China,Asia,City,218.2,Spring,4.1,1.17,No
Golden Park,India,Asia,Nature,177.29,Autumn,3.8,9.96,Yes
Golden Falls,India,Asia,Historical,217.27,Spring,4.5,4.6,No
Grand Pagoda,USA,North America,Adventure,171.09,Spring,4.9,8.92,Yes
Lush Beach,Canada,North America,Beach,236.49,Winter,4.1,6.49,No
Grand Falls,Germany,Europe,Religious,95.39,Spring,4.4,1.39,Yes
Sacred Canyon,Argentina,South America,Historical,113.34,Autumn,4.3,7.49,No
Hidden Plaza,Greece,Europe,Adventure,153.39,Autumn,3.9,2.04,Yes
Crystal Beach,France,Europe,Historical,136.72,Winter,4.8,7.74,Yes
Golden Ruins,Germany,Europe,Adventure,152.79,Autumn,4.4,4.83,No
Crystal Valley,Kenya,Africa,City,138.02,Autumn,4.5,4.52,No
Mystic Falls,Thailand,Asia,Adventure,127.32,Autumn,5.0,7.46,No
Ancient Beach,China,Asia,Nature,183.58,Autumn,4.3,6.09,Yes
Serene Beach,Germany,Europe,City,116.64,Spring,4.3,6.47,No
Golden Plaza,Kenya,Africa,Historical,134.65,Autumn,4.9,2.95,No
Grand Temple,Vietnam,Asia,Historical,169.32,Spring,4.8,4.76,No
Ancient Canyon,Egypt,Africa,City,77.65,Winter,4.5,6.45,Yes
Ancient Forest,Mexico,North America,Religious,49.13,Autumn,3.7,5.88,Yes
Mystic Temple,Egypt,Africa,City,237.43,Winter,4.4,6.07,No
Serene Ruins,Greece,Europe,City,80.36,Autumn,4.5,4.91,Yes
Golden Plaza,Thailand,Asia,Beach,164.1,Winter,4.4,3.69,Yes
Serene Temple,Thailand,Asia,Nature,152.28,Spring,4.7,6.5,No
Grand Beach,Peru,South America,Adventure,96.25,Autumn,4.5,4.07,Yes
Hidden Plaza,Argentina,South America,Beach,162.3,Spring,4.3,4.75,No
Golden Beach,Mexico,North America,Historical,115.43,Summer,4.7,2.06,Yes
Lush Canyon,Kenya,Africa,Religious,185.92,Spring,4.5,7.25,Yes
Lush Falls,Egypt,Africa,Beach,177.93,Autumn,3.7,1.3,Yes
Golden Forest,Peru,South America,Historical,182.62,Summer,4.0,1.54,Yes
Hidden Park,Germany,Europe,Historical,87.1,Spring,4.7,7.32,No
Crystal Temple,Australia,Oceania,Nature,184.64,Spring,4.8,6.34,Yes
Mystic Park,South Africa,Africa,Adventure,91.3,Summer,4.3,9.89,No
Lush Valley,Greece,Europe,Beach,223.55,Winter,4.3,7.0,Yes
Lush Temple,Spain,Europe,Nature,116.28,Spring,4.3,3.17,No
Serene Plaza,New Zealand,Oceania,Religious,77.82,Winter,4.4,0.69,Yes
Sacred Falls,New Zealand,Oceania,Religious,86.43,Spring,4.1,0.57,No
Ancient Pagoda,Japan,Asia,Adventure,197.57,Summer,4.7,1.89,No
Crystal Ruins,Thailand,Asia,Nature,171.67,Summer,4.3,6.35,Yes
Serene Plaza,Argentina,South America,Beach,156.32,Summer,4.4,3.43,No
Sacred Plaza,Vietnam,Asia,Religious,214.27,Summer,4.3,8.2,Yes
Serene Ruins,New Zealand,Oceania,Adventure,178.87,Autumn,4.5,4.36,No
Golden Forest,France,Europe,City,145.38,Winter,5.0,9.03,No
Serene Canyon,India,Asia,Nature,119.58,Spring,4.7,8.15,No
Golden Forest,Brazil,South America,Nature,126.84,Summer,4.7,9.55,Yes
Crystal Ruins,Mexico,North America,Historical,269.42,Summer,4.9,6.63,No
Serene Forest,Brazil,South America,Beach,151.88,Winter,4.4,9.36,No
Hidden Falls,Greece,Europe,Beach,200.36,Spring,4.7,0.63,No
Grand Park,Spain,Europe,Religious,48.35,Spring,5.0,5.24,No
Golden Falls,Argentina,South America,Historical,160.53,Summer,4.4,5.28,No
Golden Forest,Mexico,North America,Religious,145.59,Spring,5.0,1.92,Yes
Grand Canyon,Kenya,Africa,Nature,97.69,Summer,4.6,8.79,No
Serene Falls,Morocco,Africa,Religious,95.8,Winter,4.6,9.64,No
Serene Plaza,Brazil,South America,City,110.46,Autumn,4.5,6.45,Yes
Mystic Pagoda,Japan,Asia,City,188.42,Autumn,4.3,8.27,Yes
Mystic Canyon,USA,North America,City,150.08,Winter,4.6,4.82,No
Grand Park,France,Europe,Historical,122.3,Winter,4.6,5.7,No
Serene Pagoda,Canada,North America,Beach,106.59,Winter,4.5,4.47,Yes
Mystic Beach,Morocco,Africa,Adventure,179.23,Summer,4.4,1.72,No
Ancient Beach,Egypt,Africa,Beach,123.26,Autumn,4.6,6.42,No
Ancient Canyon,Morocco,Africa,Beach,209.21,Winter,4.3,2.72,Yes
Golden Valley,Germany,Europe,Religious,86.5,Summer,4.7,7.28,No
Ancient Temple,New Zealand,Oceania,Religious,163.06,Spring,4.8,1.71,No
Crystal Falls,Germany,Europe,Adventure,90.85,Autumn,4.4,7.15,No
Crystal Forest,Vietnam,Asia,City,129.79,Winter,4.6,5.31,Yes
Crystal Valley,Greece,Europe,Beach,182.28,Summer,4.5,5.59,Yes
Serene Beach,Australia,Oceania,Adventure,203.93,Winter,4.4,5.18,Yes
Crystal Temple,Mexico,North America,Adventure,95.24,Autumn,3.5,8.54,Yes
Ancient Temple,Kenya,Africa,Adventure,133.04,Summer,4.9,3.67,No
Hidden Valley,Greece,Europe,Historical,287.76,Spring,4.4,2.76,Yes
Mystic Plaza,Japan,Asia,Beach,146.66,Summer,4.9,3.67,No
Mystic Canyon,Australia,Oceania,Historical,136.72,Winter,4.4,9.52,No
Crystal Pagoda,Egypt,Africa,Historical,105.77,Spring,4.3,4.88,No
Ancient Beach,Kenya,Africa,Historical,174.31,Spring,3.9,5.74,No
Grand Pagoda,Germany,Europe,Religious,112.46,Winter,3.9,9.67,No
Crystal Ruins,Vietnam,Asia,Beach,80.23,Summer,4.3,2.81,No
Grand Falls,Spain,Europe,Historical,229.13,Winter,4.4,2.46,Yes
Grand Park,Peru,South America,Adventure,221.37,Autumn,4.4,3.72,No
Serene Plaza,Morocco,Africa,Historical,80.56,Winter,4.6,7.55,No
Lush Forest,Thailand,Asia,Nature,165.37,Autumn,4.4,3.85,No
Grand Forest,New Zealand,Oceania,City,103.01,Autumn,4.8,9.11,Yes
Serene Falls,South Africa,Africa,Religious,142.08,Winter,4.4,5.18,No
Lush Ruins,France,Europe,City,184.01,Summer,4.4,5.68,No
Mystic Canyon,Greece,Europe,Beach,196.18,Spring,4.2,6.76,No
Serene Beach,India,Asia,City,131.08,Autumn,4.5,1.58,Yes
Golden Plaza,Germany,Europe,Beach,179.39,Winter,4.7,5.34,No
Ancient Pagoda,Japan,Asia,Beach,109.48,Summer,4.4,3.2,No
Mystic Valley,Egypt,Africa,City,217.54,Summer,4.3,5.63,Yes
Grand Ruins,Mexico,North America,Beach,140.08,Summer,4.2,9.37,No
Crystal Pagoda,USA,North America,Adventure,208.32,Winter,4.7,4.93,No
Golden Canyon,Thailand,Asia,Religious,109.38,Spring,4.4,8.82,No
Golden Park,Greece,Europe,City,121.91,Summer,4.6,5.37,No
Grand Pagoda,USA,North America,Nature,266.9,Winter,4.4,9.49,Yes
Sacred Canyon,New Zealand,Oceania,Religious,209.08,Spring,5.0,0.98,No
Ancient Forest,Mexico,North America,Adventure,116.14,Winter,4.6,8.44,Yes
Golden Temple,China,Asia,City,126.21,Winter,4.3,2.87,No
Lush Pagoda,China,Asia,City,81.74,Summer,4.3,5.15,No
Mystic Beach,Peru,South America,Religious,159.55,Autumn,4.5,1.03,No
Ancient Valley,Japan,Asia,Religious,123.29,Autumn,4.5,8.45,Yes
Crystal Ruins,Spain,Europe,Historical,303.84,Spring,4.9,5.84,Yes
Golden Canyon,New Zealand,Oceania,Beach,127.34,Summer,4.4,3.53,Yes
Golden Temple,Canada,North America,Nature,83.0,Winter,4.6,1.61,No
Lush Beach,Brazil,South America,Beach,179.21,Summer,4.7,3.32,No
Golden Falls,Italy,Europe,Historical,199.69,Summer,4.9,7.94,No
Grand Falls,Argentina,South America,Adventure,158.58,Winter,4.6,1.98,No
Sacred Valley,Germany,Europe,Religious,181.62,Summer,4.4,2.49,No
Grand Pagoda,Australia,Oceania,City,160.05,Summer,4.4,4.32,No
Lush Valley,South Africa,Africa,Beach,161.37,Spring,4.7,1.36,Yes
Mystic Ruins,Morocco,Africa,Beach,99.35,Winter,4.0,0.99,No
Mystic Falls,Australia,Oceania,Nature,96.79,Spring,4.5,4.31,No
Grand Temple,Argentina,South America,Historical,210.45,Autumn,4.3,8.13,Yes
Lush Valley,Canada,North America,Nature,130.41,Summer,4.2,4.05,No
Ancient Pagoda,France,Europe,City,169.05,Spring,4.4,7.22,No
Crystal Ruins,Greece,Europe,Adventure,125.17,Spring,4.2,1.51,Yes
Ancient Ruins,Spain,Europe,Historical,105.19,Spring,4.6,9.87,No
Lush Ruins,India,Asia,Historical,124.09,Autumn,4.9,6.0,No
Crystal Plaza,Greece,Europe,Nature,155.63,Autumn,4.8,2.16,Yes
Sacred Park,Thailand,Asia,Nature,203.13,Winter,4.4,6.62,No
Sacred Pagoda,Peru,South America,Historical,194.53,Summer,4.6,8.99,No
Golden Temple,Brazil,South America,Religious,233.19,Summer,4.6,7.69,No
Crystal Plaza,New Zealand,Oceania,Beach,93.1,Winter,4.6,8.08,No
Serene Plaza,USA,North America,Nature,127.57,Autumn,4.6,4.91,No
Lush Forest,India,Asia,Religious,124.89,Summer,4.2,0.67,No
Ancient Plaza,India,Asia,Beach,204.83,Summer,3.8,6.39,Yes
Hidden Falls,Thailand,Asia,City,198.48,Autumn,4.6,2.55,No
Lush Valley,Egypt,Africa,Adventure,150.16,Winter,4.9,9.82,No
Lush Ruins,Brazil,South America,Adventure,135.47,Summer,4.3,6.56,No
Grand Beach,Morocco,Africa,City,179.36,Spring,4.4,1.12,No
Serene Beach,Japan,Asia,Adventure,260.28,Autumn,4.9,6.7,Yes
Mystic Valley,Kenya,Africa,Adventure,113.01,Spring,4.1,8.51,Yes
Crystal Pagoda,Germany,Europe,Beach,174.45,Spring,4.4,5.85,No
Crystal Ruins,Thailand,Asia,Nature,189.5,Winter,4.8,2.47,No
Crystal Ruins,Italy,Europe,Beach,202.94,Autumn,4.6,4.61,No
Sacred Ruins,Canada,North America,Historical,147.42,Autumn,4.7,1.86,No
Sacred Park,Thailand,Asia,Historical,176.15,Autumn,4.5,3.54,No
Hidden Beach,Canada,North America,Beach,117.22,Winter,4.4,7.38,No
Hidden Valley,Germany,Europe,Adventure,201.69,Winter,4.3,4.71,No
Golden Pagoda,Kenya,Africa,Adventure,226.44,Spring,4.5,4.13,No
Ancient Beach,Germany,Europe,Religious,46.39,Autumn,4.2,3.99,No
Sacred Ruins,Canada,North America,Religious,218.92,Winter,4.5,3.94,No
Serene Park,Egypt,Africa,Adventure,252.15,Winter,4.6,3.06,No
Crystal Forest,France,Europe,Historical,164.34,Spring,4.5,7.37,Yes
